INSERT INTO BUSSCHEDULE VALUES ('SE0001', 'R004', 'D009', 'FBG6123', TO_DATE('01-JAN-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:46', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE0748', 'R004', 'D011', 'HBD9947', TO_DATE('04-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:21', 'HH24:MI'), 'DELAYED', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE0749', 'R001', 'D016', 'HBD9947', TO_DATE('05-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('15:15', 'HH24:MI'), 'ON TIME', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE0750', 'R005', 'D022', 'HLL5666', TO_DATE('06-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('10:28', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE0751', 'R003', 'D030', 'CIH6968', TO_DATE('06-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:36', 'HH24:MI'), 'ON TIME', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE0752', 'R004', 'D022', 'HLL5666', TO_DATE('06-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:43', 'HH24:MI'), 'ON TIME', 34);
INSERT INTO BUSSCHEDULE VALUES ('SE0753', 'R007', 'D034', 'KCD9945', TO_DATE('08-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:10', 'HH24:MI'), 'DELAYED', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0754', 'R009', 'D022', 'OHI2258', TO_DATE('08-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:16', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0755', 'R003', 'D001', 'LHI8711', TO_DATE('09-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('13:20', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0756', 'R001', 'D019', 'KJB8298', TO_DATE('10-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('14:16', 'HH24:MI'), 'ON TIME', 36);
INSERT INTO BUSSCHEDULE VALUES ('SE0757', 'R002', 'D002', 'HBD9947', TO_DATE('10-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:47', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0758', 'R001', 'D023', 'HNF8387', TO_DATE('10-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:11', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE0759', 'R009', 'D036', 'FCG2912', TO_DATE('10-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:42', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE0760', 'R008', 'D017', 'OHI2258', TO_DATE('11-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('13:16', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0761', 'R001', 'D018', 'HLL5666', TO_DATE('11-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:39', 'HH24:MI'), 'ON TIME', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE0762', 'R007', 'D011', 'JLG8441', TO_DATE('12-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('16:12', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0763', 'R004', 'D027', 'HGG3653', TO_DATE('13-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('16:40', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE0764', 'R009', 'D034', 'EAK2589', TO_DATE('13-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:37', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0765', 'R004', 'D024', 'LHI8711', TO_DATE('13-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:16', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0766', 'R003', 'D019', 'HGG3653', TO_DATE('13-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:28', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0767', 'R009', 'D003', 'BCN4749', TO_DATE('14-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:52', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0768', 'R001', 'D014', 'AOI9521', TO_DATE('14-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:21', 'HH24:MI'), 'DELAYED', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0769', 'R007', 'D037', 'HGG3653', TO_DATE('15-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('15:34', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0770', 'R003', 'D028', 'HLL5666', TO_DATE('15-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:45', 'HH24:MI'), 'ON TIME', 37);
INSERT INTO BUSSCHEDULE VALUES ('SE0771', 'R007', 'D031', 'FMA5211', TO_DATE('16-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:44', 'HH24:MI'), 'DELAYED', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0772', 'R003', 'D026', 'CIH6968', TO_DATE('16-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:27', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE0773', 'R005', 'D040', 'IDO7977', TO_DATE('17-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('15:46', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0774', 'R003', 'D006', 'JKE9495', TO_DATE('17-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:59', 'HH24:MI'), 'DELAYED', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0775', 'R002', 'D022', 'EAK2589', TO_DATE('18-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:51', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE0776', 'R008', 'D009', 'OHI2258', TO_DATE('18-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:53', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0777', 'R009', 'D013', 'EAK2589', TO_DATE('20-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('13:30', 'HH24:MI'), 'ON TIME', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE0778', 'R004', 'D015', 'KOE8352', TO_DATE('20-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:38', 'HH24:MI'), 'DELAYED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE0779', 'R007', 'D016', 'FMA5211', TO_DATE('21-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('10:43', 'HH24:MI'), 'DELAYED', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0780', 'R004', 'D013', 'JKE9495', TO_DATE('21-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:18', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0781', 'R003', 'D023', 'FCG2912', TO_DATE('21-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:45', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0782', 'R001', 'D032', 'CIH6968', TO_DATE('21-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:18', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0783', 'R010', 'D015', 'HBD9947', TO_DATE('22-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('14:40', 'HH24:MI'), 'ON TIME', 26);
INSERT INTO BUSSCHEDULE VALUES ('SE0784', 'R009', 'D007', 'LHI8711', TO_DATE('22-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('14:46', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE0785', 'R005', 'D040', 'KJB8298', TO_DATE('23-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('14:42', 'HH24:MI'), 'ON TIME', 35);
INSERT INTO BUSSCHEDULE VALUES ('SE0786', 'R002', 'D028', 'MKE1591', TO_DATE('23-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:13', 'HH24:MI'), 'ON TIME', 35);
INSERT INTO BUSSCHEDULE VALUES ('SE0787', 'R009', 'D017', 'FMA5211', TO_DATE('23-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:17', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0788', 'R003', 'D018', 'EAK2589', TO_DATE('24-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('14:52', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0789', 'R009', 'D019', 'KOE8352', TO_DATE('26-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('11:36', 'HH24:MI'), 'ON TIME', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE0790', 'R009', 'D010', 'JLG8441', TO_DATE('27-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('15:31', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0791', 'R007', 'D024', 'ELJ4854', TO_DATE('27-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:48', 'HH24:MI'), 'ON TIME', 28);
INSERT INTO BUSSCHEDULE VALUES ('SE0792', 'R006', 'D029', 'IDO7977', TO_DATE('27-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:49', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0793', 'R007', 'D040', 'FMA5211', TO_DATE('27-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:49', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0794', 'R003', 'D037', 'KCD9945', TO_DATE('28-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('16:37', 'HH24:MI'), 'DELAYED', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE0795', 'R008', 'D003', 'JLG8441', TO_DATE('30-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('11:46', 'HH24:MI'), 'ON TIME', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE0796', 'R001', 'D017', 'LOG2731', TO_DATE('31-DEC-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:57', 'HH24:MI'), 'ON TIME', 31);
INSERT INTO BUSSCHEDULE VALUES ('SE0797', 'R010', 'D034', 'BAJ1333', TO_DATE('01-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('10:41', 'HH24:MI'), 'ON TIME', 33);
INSERT INTO BUSSCHEDULE VALUES ('SE0798', 'R001', 'D026', 'ELJ4854', TO_DATE('01-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:46', 'HH24:MI'), 'CANCELLED', 40);
INSERT INTO BUSSCHEDULE VALUES ('SE0799', 'R003', 'D020', 'HNF8387', TO_DATE('02-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:38', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0800', 'R010', 'D001', 'MKE1591', TO_DATE('02-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:42', 'HH24:MI'), 'DELAYED', 36);
INSERT INTO BUSSCHEDULE VALUES ('SE0801', 'R002', 'D024', 'HGG3653', TO_DATE('02-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:28', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0802', 'R009', 'D039', 'CJF1753', TO_DATE('02-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:38', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0803', 'R008', 'D010', 'HGG3653', TO_DATE('03-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:57', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE0804', 'R002', 'D002', 'KOE8352', TO_DATE('03-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:46', 'HH24:MI'), 'DELAYED', 26);
INSERT INTO BUSSCHEDULE VALUES ('SE0805', 'R001', 'D012', 'JKE9495', TO_DATE('03-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:57', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE0806', 'R006', 'D011', 'EAK2589', TO_DATE('04-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:11', 'HH24:MI'), 'DELAYED', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0807', 'R010', 'D017', 'LHI8711', TO_DATE('04-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:53', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0808', 'R003', 'D005', 'HLL5666', TO_DATE('04-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:37', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE0809', 'R006', 'D001', 'ELJ4854', TO_DATE('04-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:33', 'HH24:MI'), 'ON TIME', 36);
INSERT INTO BUSSCHEDULE VALUES ('SE0810', 'R010', 'D032', 'FBG6123', TO_DATE('05-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:53', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0811', 'R003', 'D012', 'ELJ4854', TO_DATE('05-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:17', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE0812', 'R005', 'D013', 'LHI8711', TO_DATE('05-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:51', 'HH24:MI'), 'DELAYED', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0813', 'R010', 'D001', 'ELJ4854', TO_DATE('05-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:11', 'HH24:MI'), 'ON TIME', 28);
INSERT INTO BUSSCHEDULE VALUES ('SE0814', 'R008', 'D002', 'KLM1684', TO_DATE('06-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('12:43', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0815', 'R001', 'D005', 'HBD9947', TO_DATE('06-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:50', 'HH24:MI'), 'DELAYED', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE0816', 'R004', 'D040', 'EAK2589', TO_DATE('06-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:53', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE0817', 'R001', 'D013', 'JLG8441', TO_DATE('06-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:34', 'HH24:MI'), 'DELAYED', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE0818', 'R009', 'D039', 'ILD8716', TO_DATE('07-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:35', 'HH24:MI'), 'ON TIME', 35);
INSERT INTO BUSSCHEDULE VALUES ('SE0819', 'R005', 'D006', 'FGD4177', TO_DATE('08-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:20', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0820', 'R010', 'D032', 'KLM1684', TO_DATE('08-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:42', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0821', 'R003', 'D006', 'FMA5211', TO_DATE('09-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:33', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0822', 'R005', 'D028', 'OHI2258', TO_DATE('09-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:42', 'HH24:MI'), 'CANCELLED', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0823', 'R002', 'D016', 'GIH5437', TO_DATE('10-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('10:35', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0824', 'R001', 'D033', 'JKE9495', TO_DATE('10-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:56', 'HH24:MI'), 'DELAYED', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0825', 'R004', 'D021', 'JLG8441', TO_DATE('10-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:17', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0826', 'R007', 'D009', 'CGI2532', TO_DATE('10-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:43', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0827', 'R003', 'D026', 'FMA5211', TO_DATE('11-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:37', 'HH24:MI'), 'ON TIME', 5);
INSERT INTO BUSSCHEDULE VALUES ('SE0828', 'R006', 'D036', 'IDO7977', TO_DATE('12-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:42', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0829', 'R009', 'D013', 'KLM1684', TO_DATE('12-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:44', 'HH24:MI'), 'DELAYED', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE0830', 'R007', 'D001', 'EAK2589', TO_DATE('12-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:50', 'HH24:MI'), 'ON TIME', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE0831', 'R001', 'D006', 'HGA1514', TO_DATE('12-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:46', 'HH24:MI'), 'ON TIME', 27);
INSERT INTO BUSSCHEDULE VALUES ('SE0832', 'R003', 'D010', 'FBG6123', TO_DATE('13-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:54', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0833', 'R002', 'D024', 'CJF1753', TO_DATE('13-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:27', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0834', 'R009', 'D018', 'CGI2532', TO_DATE('13-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:46', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0835', 'R010', 'D004', 'CIH6968', TO_DATE('13-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:47', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0836', 'R004', 'D017', 'FBG6123', TO_DATE('14-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:21', 'HH24:MI'), 'ON TIME', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE0837', 'R007', 'D014', 'FCG2912', TO_DATE('14-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:33', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0838', 'R006', 'D025', 'FBG6123', TO_DATE('15-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:58', 'HH24:MI'), 'ON TIME', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE0839', 'R008', 'D022', 'BCN4749', TO_DATE('15-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:55', 'HH24:MI'), 'DELAYED', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0840', 'R007', 'D003', 'GIH5437', TO_DATE('15-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:59', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0841', 'R009', 'D006', 'MKE1591', TO_DATE('15-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:39', 'HH24:MI'), 'ON TIME', 28);
INSERT INTO BUSSCHEDULE VALUES ('SE0842', 'R008', 'D027', 'OHI2258', TO_DATE('16-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:12', 'HH24:MI'), 'DELAYED', 4);
INSERT INTO BUSSCHEDULE VALUES ('SE0843', 'R009', 'D030', 'AOI9521', TO_DATE('17-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:23', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0844', 'R007', 'D031', 'ILD8716', TO_DATE('18-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:37', 'HH24:MI'), 'DELAYED', 36);
INSERT INTO BUSSCHEDULE VALUES ('SE0845', 'R008', 'D023', 'GIH5437', TO_DATE('19-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('12:58', 'HH24:MI'), 'ON TIME', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE0846', 'R005', 'D022', 'IDO7977', TO_DATE('19-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('12:59', 'HH24:MI'), 'DELAYED', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE0847', 'R004', 'D026', 'HBD9947', TO_DATE('19-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:48', 'HH24:MI'), 'DELAYED', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE0848', 'R008', 'D005', 'ELJ4854', TO_DATE('20-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:12', 'HH24:MI'), 'ON TIME', 35);
INSERT INTO BUSSCHEDULE VALUES ('SE0849', 'R006', 'D017', 'ELJ4854', TO_DATE('21-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('12:14', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE0850', 'R009', 'D001', 'MKE1591', TO_DATE('21-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:24', 'HH24:MI'), 'ON TIME', 36);
INSERT INTO BUSSCHEDULE VALUES ('SE0851', 'R002', 'D037', 'CIH6968', TO_DATE('21-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:49', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0852', 'R004', 'D029', 'HBD9947', TO_DATE('21-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:54', 'HH24:MI'), 'DELAYED', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE0853', 'R009', 'D040', 'FBG6123', TO_DATE('22-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:25', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0854', 'R001', 'D033', 'GIH5437', TO_DATE('24-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:40', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE0855', 'R003', 'D020', 'HLL5666', TO_DATE('26-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('12:32', 'HH24:MI'), 'ON TIME', 39);
INSERT INTO BUSSCHEDULE VALUES ('SE0856', 'R002', 'D019', 'GIH5437', TO_DATE('26-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:47', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE0857', 'R005', 'D006', 'HGA1514', TO_DATE('27-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:20', 'HH24:MI'), 'DELAYED', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0858', 'R010', 'D037', 'LOG2731', TO_DATE('27-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:51', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE0859', 'R006', 'D024', 'ILD8716', TO_DATE('27-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:58', 'HH24:MI'), 'ON TIME', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE0860', 'R004', 'D039', 'CGI2532', TO_DATE('27-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:59', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0861', 'R009', 'D009', 'IDO7977', TO_DATE('28-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:25', 'HH24:MI'), 'ON TIME', 9);
INSERT INTO BUSSCHEDULE VALUES ('SE0862', 'R004', 'D004', 'CIH6968', TO_DATE('28-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:27', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0863', 'R009', 'D026', 'JLG8441', TO_DATE('28-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:49', 'HH24:MI'), 'ON TIME', 8);
INSERT INTO BUSSCHEDULE VALUES ('SE0864', 'R008', 'D027', 'KCD9945', TO_DATE('28-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:58', 'HH24:MI'), 'ON TIME', 2);
INSERT INTO BUSSCHEDULE VALUES ('SE0865', 'R003', 'D040', 'ELJ4854', TO_DATE('29-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:38', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE0866', 'R008', 'D017', 'LHI8711', TO_DATE('29-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:56', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0867', 'R005', 'D009', 'MKE1591', TO_DATE('29-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:59', 'HH24:MI'), 'ON TIME', 31);
INSERT INTO BUSSCHEDULE VALUES ('SE0868', 'R009', 'D034', 'ELJ4854', TO_DATE('29-JAN-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:26', 'HH24:MI'), 'ON TIME', 27);
