INSERT INTO TRANSACTION VALUES ('T00001', 'M1416', TO_DATE('01-Dec-2017', 'DD/MM/YYYY'), 49.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T05978', 'M1047', TO_DATE('11-Sep-2018', 'DD/MM/YYYY'), 23.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T05979', 'M1005', TO_DATE('11-Sep-2018', 'DD/MM/YYYY'), 111.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T05980', 'M1104', TO_DATE('11-Sep-2018', 'DD/MM/YYYY'), 141.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T05981', 'M0367', TO_DATE('11-Sep-2018', 'DD/MM/YYYY'), 32.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T05982', 'M0302', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 190.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T05983', 'M1088', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 81.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T05984', 'M1394', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 47.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T05985', 'M0220', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 14.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T05986', 'M1264', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 95.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T05987', 'M0191', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 71.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T05988', 'M1449', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 23.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T05989', 'M0404', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 127.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T05990', 'M0417', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 32.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T05991', 'M1073', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 14.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T05992', 'M0971', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 23.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T05993', 'M0567', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 93.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T05994', 'M0147', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 50.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T05995', 'M1330', TO_DATE('12-Sep-2018', 'DD/MM/YYYY'), 196.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T05996', 'M0627', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 33.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T05997', 'M0859', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 10.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T05998', 'M0522', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 36.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T05999', 'M1350', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 55.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06000', 'M0183', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 181.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06001', 'M0090', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 11.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06002', 'M0833', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 25.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06003', 'M0418', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 58.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06004', 'M0257', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 161.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06005', 'M0080', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 95.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06006', 'M0931', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 126.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06007', 'M0167', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 10.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06008', 'M0341', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 32.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06009', 'M1005', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 31.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06010', 'M0208', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 73.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06011', 'M0792', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 164.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06012', 'M0534', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 25.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06013', 'M0963', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 179.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06014', 'M0474', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 64.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06015', 'M0747', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 89.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06016', 'M0704', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 142.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06017', 'M0835', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 79.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06018', 'M1430', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 160.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06019', 'M0840', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 59.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06020', 'M1386', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 47.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06021', 'M0626', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 55.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06022', 'M1319', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 171.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06023', 'M1324', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 29.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06024', 'M1452', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 47.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06025', 'M0749', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 96.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06026', 'M0995', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 137.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06027', 'M0219', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 100.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06028', 'M1030', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 83.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06029', 'M1359', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 134.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06030', 'M1124', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 88.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06031', 'M0127', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 211.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06032', 'M0407', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 58.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06033', 'M0183', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 66.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06034', 'M0740', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 36.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06035', 'M0447', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 94.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06036', 'M0113', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 32.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06037', 'M0885', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 58.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06038', 'M0130', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 68.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06039', 'M0516', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 98.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06040', 'M0574', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 42.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06041', 'M1236', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 47.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06042', 'M0894', TO_DATE('13-Sep-2018', 'DD/MM/YYYY'), 66.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06043', 'M0749', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 122.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06044', 'M1312', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 82.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06045', 'M0440', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 24.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06046', 'M0341', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 64.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06047', 'M0234', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 61.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06048', 'M1164', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 45.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06049', 'M1233', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 88.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06050', 'M1201', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 257.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06051', 'M0808', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 15.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06052', 'M0071', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 168.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06053', 'M0281', TO_DATE('14-Sep-2018', 'DD/MM/YYYY'), 47.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06054', 'M0378', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 131.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06055', 'M1106', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 69.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06056', 'M0745', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 48.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06057', 'M1383', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 108.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06058', 'M0637', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 32.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06059', 'M0314', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 25.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06060', 'M1339', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 86.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06061', 'M0605', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 86.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06062', 'M0019', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 69.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06063', 'M0697', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 144.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06064', 'M1245', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 80.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06065', 'M1215', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 58.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06066', 'M0350', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 89.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06067', 'M0444', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 119.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06068', 'M0536', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 32.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06069', 'M0730', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 63.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06070', 'M0095', TO_DATE('15-Sep-2018', 'DD/MM/YYYY'), 118.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06071', 'M1368', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 10.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06072', 'M1190', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 42.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06073', 'M1417', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 131.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06074', 'M1441', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 40.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06075', 'M1486', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 47.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06076', 'M1121', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 93.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06077', 'M0599', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 29.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06078', 'M1486', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 46.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06079', 'M1343', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 49.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06080', 'M0578', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 111.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06081', 'M1189', TO_DATE('16-Sep-2018', 'DD/MM/YYYY'), 142.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06082', 'M0693', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 142.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06083', 'M0081', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 61.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06084', 'M1335', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 71.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06085', 'M0806', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 34.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06086', 'M0279', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 48.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06087', 'M0842', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 32.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06088', 'M0172', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 129.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06089', 'M0452', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 37.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06090', 'M0193', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 78.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06091', 'M1415', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 24.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06092', 'M0886', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 32.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06093', 'M1323', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 88.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06094', 'M0171', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 31.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06095', 'M1221', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 43.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06096', 'M0920', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 85.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06097', 'M0792', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 31.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06098', 'M0940', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 64.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06099', 'M0705', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 71.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06100', 'M1287', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 256.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06101', 'M1047', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 95.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06102', 'M0460', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 14.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06103', 'M0080', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 85.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06104', 'M1048', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 55.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06105', 'M0207', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 76.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06106', 'M0004', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 33.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06107', 'M0273', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 32.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06108', 'M1397', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 96.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06109', 'M1023', TO_DATE('17-Sep-2018', 'DD/MM/YYYY'), 18.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06110', 'M0828', TO_DATE('18-Sep-2018', 'DD/MM/YYYY'), 69.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06111', 'M1463', TO_DATE('18-Sep-2018', 'DD/MM/YYYY'), 48.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06112', 'M0665', TO_DATE('18-Sep-2018', 'DD/MM/YYYY'), 142.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06113', 'M0082', TO_DATE('18-Sep-2018', 'DD/MM/YYYY'), 79.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06114', 'M0846', TO_DATE('18-Sep-2018', 'DD/MM/YYYY'), 10.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06115', 'M0500', TO_DATE('18-Sep-2018', 'DD/MM/YYYY'), 55.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06116', 'M1136', TO_DATE('18-Sep-2018', 'DD/MM/YYYY'), 123.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06117', 'M0225', TO_DATE('18-Sep-2018', 'DD/MM/YYYY'), 57.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06118', 'M0111', TO_DATE('18-Sep-2018', 'DD/MM/YYYY'), 96.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06119', 'M0629', TO_DATE('18-Sep-2018', 'DD/MM/YYYY'), 71.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06120', 'M0559', TO_DATE('19-Sep-2018', 'DD/MM/YYYY'), 154.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06121', 'M0652', TO_DATE('19-Sep-2018', 'DD/MM/YYYY'), 61.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06122', 'M1269', TO_DATE('19-Sep-2018', 'DD/MM/YYYY'), 33.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06123', 'M0665', TO_DATE('19-Sep-2018', 'DD/MM/YYYY'), 59.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06124', 'M0200', TO_DATE('19-Sep-2018', 'DD/MM/YYYY'), 50.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06125', 'M0406', TO_DATE('19-Sep-2018', 'DD/MM/YYYY'), 43.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06126', 'M0345', TO_DATE('19-Sep-2018', 'DD/MM/YYYY'), 48.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06127', 'M0367', TO_DATE('19-Sep-2018', 'DD/MM/YYYY'), 183.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06128', 'M0545', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 103.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06129', 'M1415', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 54.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06130', 'M1138', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 91.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06131', 'M1142', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 99.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06132', 'M0916', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 124.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06133', 'M0351', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 32.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06134', 'M0890', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 122.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06135', 'M0012', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 18.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06136', 'M0711', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 80.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06137', 'M0896', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 60.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06138', 'M1082', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 141.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06139', 'M0577', TO_DATE('20-Sep-2018', 'DD/MM/YYYY'), 43.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06140', 'M0499', TO_DATE('21-Sep-2018', 'DD/MM/YYYY'), 205.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06141', 'M0554', TO_DATE('21-Sep-2018', 'DD/MM/YYYY'), 10.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06142', 'M1483', TO_DATE('21-Sep-2018', 'DD/MM/YYYY'), 208.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06143', 'M0642', TO_DATE('22-Sep-2018', 'DD/MM/YYYY'), 78.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06144', 'M1046', TO_DATE('22-Sep-2018', 'DD/MM/YYYY'), 74.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06145', 'M0741', TO_DATE('22-Sep-2018', 'DD/MM/YYYY'), 57.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06146', 'M0419', TO_DATE('22-Sep-2018', 'DD/MM/YYYY'), 16.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06147', 'M1370', TO_DATE('22-Sep-2018', 'DD/MM/YYYY'), 33.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06148', 'M0891', TO_DATE('22-Sep-2018', 'DD/MM/YYYY'), 206.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06149', 'M0331', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 31.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06150', 'M1042', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 34.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06151', 'M0701', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 202.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06152', 'M0591', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 10.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06153', 'M0964', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 24.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06154', 'M0040', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 151.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T06155', 'M1492', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 80.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06156', 'M0629', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 45.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06157', 'M0299', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 111.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T06158', 'M0449', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 47.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06159', 'M0026', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 10.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T06160', 'M0934', TO_DATE('23-Sep-2018', 'DD/MM/YYYY'), 128.3, 'Online Banking');
